-1.128018e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-1.082644e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-1.037270e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-9.918966e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-9.465226e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-9.011487e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-8.557748e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-8.104009e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-7.650270e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-7.196530e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-6.742791e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-6.289052e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-5.835313e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-5.381574e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-4.927834e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-4.474095e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-4.020356e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-3.566617e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-3.112878e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-2.659138e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-2.205399e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-1.751660e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-1.297921e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-8.441816e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
-3.904424e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.329680e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.170360e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.707752e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.424514e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.878254e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.331993e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.785732e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.239471e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.693210e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.146950e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.600689e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.054428e-01 5.318557e-16 1.268234e-15 5.976976e-17 2.675631e-16
5.508167e-01 8.374583e-16 1.996957e-15 9.411327e-17 4.213041e-16
5.961906e-01 3.601077e-15 5.350271e-15 2.544908e-16 5.198469e-15
6.415646e-01 5.652064e-15 8.373680e-15 3.983297e-16 8.184184e-15
6.869385e-01 2.175111e-14 3.522963e-14 1.503348e-14 1.499023e-14
7.323124e-01 3.399075e-14 5.501873e-14 2.359151e-14 2.336200e-14
7.776863e-01 8.663449e-14 1.260845e-13 6.299401e-14 7.082498e-14
8.230602e-01 1.347454e-13 1.957973e-13 9.825344e-14 1.101856e-13
8.684342e-01 2.083989e-13 3.023536e-13 1.523815e-13 1.704617e-13
9.138081e-01 3.278130e-13 4.670157e-13 2.351155e-13 2.813078e-13
9.591820e-01 5.230019e-13 7.469793e-13 3.890774e-13 4.329492e-13
1.004556e+00 7.970074e-13 1.136357e-12 5.946897e-13 6.599755e-13
1.049930e+00 1.312290e-12 1.821310e-12 9.825047e-13 1.133055e-12
1.095304e+00 2.009477e-12 2.786320e-12 1.523598e-12 1.718514e-12
1.140678e+00 3.024352e-12 4.182937e-12 2.300126e-12 2.589994e-12
1.186052e+00 4.586379e-12 6.327757e-12 3.524015e-12 3.907365e-12
